stress,defect_size,distance_from_surface,defect_circularity,N,cycle
255.83450388908386,214.1198634827137,254.68333276212218,0.18622745513916017,-106463144.42500919,6.071512246161289
207.90940687060356,163.41069824337958,186.2087089776993,0.11051634788513184,14868806.051693968,5.866297295350275
185.4149767756462,129.078514585495,169.06555505990983,0.03744219541549683,88870444.87473726,5.599586997029208
259.99723625183105,194.03828075170517,304.2332419216633,0.14553937435150147,-26723743.51460386,5.772933160997155
170.5671951174736,148.83979894399644,233.4336753666401,0.08632614850997924,1668360.308708921,5.280772866426123
336.3567367196083,191.0857075595856,277.16024908125405,0.024834096431732178,-35118551.40454635,6.690107863951584
166.38403210043907,194.43908507823943,234.04628845453263,0.08221042752265931,104343133.47387567,5.733783153390412
193.26347878575325,146.30506330370903,209.0576181560755,0.08512819170951844,-19741785.916759185,4.9406087065277156
179.72195720672607,118.16253250837327,200.56328561604025,0.1155618906021118,35858035.50967261,5.378397123252237
148.7234367132187,144.70286356687546,172.66511473953724,0.06718022227287293,61283952.173912674,5.410110380841649
279.3560934662819,156.42681041836738,313.4653107404709,0.0020215189456939744,-44059764.72637221,5.506775106449654
147.58112752437592,146.57333291530608,203.09770221412182,0.14442434787750244,18163644.14425634,5.6670987983476095
186.24056240916252,142.68819432497025,198.01364860832692,0.12976818561553954,115431023.12945575,5.569409111973405
187.30133187770844,135.45929350852967,141.8675230264664,0.08274124026298524,-38646182.88388312,5.1247018653077605
140.93335410952568,103.82355052590371,222.11288251876832,0.10518534660339354,-20240691.818761192,5.499408689365748
207.1370980143547,190.1795399737358,257.202780944109,0.14800411701202393,-43574865.06973401,5.969833809046328
143.72381138801575,150.8032947731018,224.20481526553633,0.09403531789779662,176960991.72530413,5.48420620282114
212.21867188811302,152.65597877979278,218.78461908102037,0.10002603530883789,-2407157.953505665,5.4523182621291015
173.69892716407776,191.66555984139444,228.30952118933203,0.11787931919097899,29142102.32457593,5.091533374888839
157.69028842449188,120.34666390776636,164.7498297482729,0.11631601333618163,-15729181.020568721,5.101676180688958
220.4236291050911,133.80866337180137,199.8823318809271,0.16257052898406982,79038224.54093844,5.439589533486947
163.84645661711693,151.92549674630166,169.8220900565386,0.041971777677536015,19288130.922786742,5.655926894549912
196.7634897828102,179.84554854869842,263.57662146985535,0.12951020717620848,-23051169.114037417,5.073840121823889
183.6994042992592,183.99758524417877,202.19000469446183,0.11915492057800292,65125351.4143689,5.230364686085912
219.5610014796257,132.78941286683084,259.6062113016844,0.04537801146507263,42349426.20765552,5.547105297614666
218.43437838554382,155.08823486804962,170.30062578320505,0.14548887729644774,-1592525.5468839407,5.281174177869787
199.80377340316772,139.15874782204628,176.76714953184128,0.09790122509002686,-36053019.574602544,4.619813608248532
189.1719148159027,128.56669197320937,215.29938046932222,0.09782791495323181,19571007.49587957,5.190421402670138
194.5659195482731,137.37434419035912,201.64573225378993,0.1355222964286804,41104923.36294167,5.224046367617764
139.8524014353752,166.3472852742672,218.21466009914877,0.022810394763946536,52931476.50097743,5.092063859889972
227.2383227944374,163.0183146715164,193.66901123821737,0.14111075401306153,-55335751.12703398,5.785062910474252
151.47269916534424,112.41332493305207,180.54423025846484,-0.024586334228515618,52659375.06603092,5.2119495627609
216.63769653439522,187.14730142831803,171.20837370157244,0.08002310037612914,105030267.25023136,5.356099591355961
196.59048011898994,147.74179742336273,198.6011463403702,0.10989175796508788,30817567.668350153,5.314724366191027
167.8921995460987,137.91448177456854,200.5358183205128,0.12898543119430542,42018546.07654214,5.851754007671893
185.1903579235077,154.6902325439453,220.3081216067076,0.14295740127563475,836746.6613652557,5.893537286435331
179.5138958990574,153.25983979821206,202.39700898528102,0.12015323877334594,-69825625.83265156,5.347440825774205
181.03086391091347,178.7820853948593,164.41669429242611,0.12362174987792968,2005538.7426672876,6.086989475515553
138.45898562669754,151.5861152625084,152.29120208323002,0.1119462013244629,19083829.46814064,4.715722752822283
162.4939128756523,127.77813475251199,135.06554548144342,0.04910054564476013,14403169.08022074,5.5029136904968645
269.5294328927994,202.05500141978263,218.63127261400226,0.12799792766571044,-28652257.619884275,5.538333907400954
167.51627120375633,100.42864438176156,186.55459530651572,0.09255682706832885,72113558.14158157,5.0180356893050515
203.4546420276165,177.34927407860755,222.5217000335455,0.12551276445388793,-48329317.43101552,5.479509219360788
200.91190239787102,177.21187272787094,184.29989153444768,0.10257870435714722,-120700185.50308242,5.806674428115741
183.37859246134758,152.31136197566985,178.6206963926554,0.17079245090484618,30158702.494581416,4.839456234105532
139.40816649794579,128.04003349542617,177.33277422487737,0.11668309688568115,15447847.305589821,5.179217397021564
164.69139704108238,134.65029641747475,234.5906448930502,0.0913536024093628,7821273.573382869,5.330451055274306
221.1711608171463,146.25824036836624,244.61412461400033,0.06977555274963379,-19199808.14670015,6.049972593761144
198.29668182134628,153.04053149223327,233.19863259494306,0.13648759841918945,-19809280.61172325,5.699229456613823
166.426421135664,152.14396445155143,178.0819342106581,0.12354154109954835,9048251.195785534,5.470895350401023
202.35616353154182,135.42701149106026,209.04280093610288,0.0647341799736023,-47424066.501873285,5.518027762874617
205.92344829440117,147.59243594646455,157.67563198506832,0.06534016251564026,-57372623.086660504,4.65381927509833
163.12808081507683,152.82078076481818,179.4500743210316,0.0971406579017639,49570862.73625091,5.2282484156206745
187.29454317688942,169.21529698252678,239.28803961575034,0.22319386005401612,-2670707.3012449592,5.184664138746082
186.4003927409649,161.33849946737288,182.1006431400776,0.08403869986534118,50815738.479831964,5.484590045954542
157.06866505742073,119.47108239054681,130.72781273424627,0.0761608624458313,-63053782.40421265,5.253611176275665
192.805784791708,143.62885603547096,241.85797050297262,0.10943369388580321,-58903868.76909584,5.640402929804155
152.6697590649128,127.71538464546205,153.72565009295943,0.13852157115936278,81190916.43004492,5.5991715883527
177.02419635653496,140.2260747897625,204.65166235864163,0.10408560514450074,41805333.97808574,5.151794218524938
267.8119238615036,208.0667566227913,313.94641680121424,0.20049865245819093,-24202656.229227297,6.069049367645051
144.43718442320824,153.3134612762928,155.11688961088657,0.10250067710876465,-20154888.199196346,5.214017412295935
178.95745912194252,136.2540446293354,167.08191233575346,0.08353722333908081,-18666038.24950937,6.056154230363026
127.53444366157055,127.1936665403843,142.5893669128418,0.12004146575927735,36585245.66977844,5.098691321480532
148.93324092030525,177.06988494157793,179.06842170953752,0.08442290306091309,138479156.31364912,5.582027207983897
186.09511637687683,172.7623961007595,234.6933070600033,0.09559621334075927,40984665.527163,5.015996953620453
204.08529189229012,129.2987077343464,218.21828880608084,0.06424790978431702,-8985829.524258114,5.043293257021487
174.2513832449913,140.90513270497323,216.18964003622534,0.10244941473007202,73932403.09979603,5.250172677308181
144.89799842238426,143.24952389597894,201.52776567935945,0.17705880641937255,91005114.68452543,4.926751279873329
136.82372638583183,110.41104349136354,125.77227583229543,0.1537015438079834,-14884946.180796586,4.942321903395182
210.02740621566772,167.05420099258424,187.74383680522445,0.10904226303100586,31025524.351452813,5.75717919683294
115.77547246217728,129.808495208025,192.46760685145856,0.03587783098220825,103867584.97344583,5.532148899721653
158.44501766562462,101.13981471955778,179.1838683485985,0.05965316772460938,57339985.25602639,5.218028381501499
160.41038420796394,141.33611017346382,132.12763683199884,0.09118092894554139,58107308.6799901,4.927888635425297
240.98441988229752,132.27905024528505,247.49884582757952,0.12369186639785767,11419841.891073287,5.608721850681016
222.52827697992325,197.43896786928178,285.9307161390782,0.17216781616210938,-72888002.45940924,6.311149268498754
211.61908221244812,161.88407883524894,210.30122306048872,0.10977271795272828,27996284.50150449,5.304932458904077
181.97239539027214,175.64983011007308,213.1856082826853,0.08838662147521972,-5492449.420542568,4.726402939009166
144.5591443479061,142.35965216636657,155.25313411653042,0.0520024186372757,-40901540.79737365,5.087364807813931
166.62745705246925,144.2346489608288,225.39365357458593,0.13281365871429443,-28753710.698502474,5.6272080730934135
215.7195113003254,203.0137139248848,272.9897224456072,0.07434098362922668,42154396.00231767,6.1416905697181985
180.0205094218254,119.40002950787546,151.793330052495,0.09842649817466737,-2937686.4990045875,4.976515584426491
231.8293780684471,145.41210937142372,168.0694246083498,0.1414072561264038,62317226.25040889,5.576083232340061
159.82497441768646,143.26965407133102,204.38953868150713,0.026661227941513065,65131580.05478814,5.096659711027751
203.5339439511299,138.93795003056525,219.70034679472448,0.08521289229393006,-101308739.58859667,5.33882343250623
168.19007396697998,122.71742341637612,182.33988580405713,0.14725693225860595,-45174773.317212015,5.5367472025521
156.4882365167141,154.842292791605,214.01367584466936,0.05763351798057556,40946961.76367782,5.721723583615949
148.71202179789543,108.65270585596562,173.6592460423708,0.06233079373836517,63288533.550313115,5.238200908777407
143.947042375803,90.70224506258965,165.3520943015814,0.061934849619865416,31454392.879951186,5.199489754158314
168.7221424281597,171.54603209853173,180.3712450951338,0.04328195095062256,47110619.433074966,5.754893912804373
126.88817225396633,140.80002811908722,202.77849360108377,0.06406801581382751,94798037.07224503,5.453954613754492
270.7067291736603,186.34135704517365,280.75703683197503,0.054995418787002565,-63883494.67711255,5.552978787094285
163.73544898629189,101.8625912463665,183.94249750077725,0.1214747667312622,32134877.9924383,5.431991431445875
150.2919601202011,143.1179625082016,192.18381173014643,0.09383849740028381,58110767.21453868,5.130575737864358
195.04548585414886,184.66828139424325,254.79696504771712,0.10799962043762207,71544973.422679,5.81062716962043
181.71557593345642,120.95622478902341,174.2024433106184,0.05578701376914978,1550212.8346512467,5.630302415702566
203.72997710108757,161.19173352956773,235.22524861693384,0.21465522289276123,51733012.32409924,5.364054874372667
153.52768516540527,114.54441000223161,187.53419498205187,0.1211213731765747,43352032.42566645,5.526817387552551
153.47804480791092,147.37020765900613,169.61033148765566,0.11114836215972901,-90072083.77395064,5.139070623114309
232.4862144589424,240.87302874684335,253.65966781675817,0.07192359805107117,-3418851.0202861205,6.071160734724951
178.91062676906586,157.43308322787286,186.9168612152338,0.12514252662658693,-21578702.127768956,5.6398981875760406
183.1724892258644,105.97557687640192,185.31334234178067,0.09113402605056763,6198975.002713576,5.497777394356486
123.95365680754185,115.30262448608876,149.51750922203064,0.10895031690597534,-40838934.76558074,5.174428628316937
182.50561502575874,170.83877719044685,190.44809704720976,0.04032039523124695,13547512.675969303,4.951351947185415
151.383994191885,166.79567939996718,228.62226196825506,0.1556670093536377,-16438914.107392915,5.6417947250858695
151.1736197769642,166.1968914806843,240.0388627588749,0.14252557277679442,4030762.7349308506,5.265803750377391
118.24636590480804,148.74612357854843,155.81766683757306,0.12174394607543945,65236458.885636926,5.724349193233055
132.21788874268532,136.84762672305106,193.0421185165644,0.13193830013275146,7710314.646993261,5.184436591020293
195.50082370638847,209.93081086039544,205.54079635441306,0.22779159545898436,81773171.37555182,5.203211117167419
230.30124258995056,187.01485519766808,226.68016457855703,0.11285590648651123,90755001.98937476,5.3114256137056435
151.7416005730629,120.13618928313257,204.60045727193358,0.13257989883422852,21017262.970015332,5.522070297623288
145.06753304600716,118.77252843737604,212.90097318291666,0.108043372631073,-5331938.99605453,5.694375105130316
185.88001891970634,155.54127441883088,173.93363340497018,0.10362152576446534,35228463.3859282,5.542140007037912
163.1377635896206,160.19762730956077,188.3032288581133,0.15284452438354493,688720.1533490792,5.114183337606203
